date,uptime_pct,tickets_opened,tickets_resolved,avg_resolution_hrs,it_cost_usd
2025-06-08,99.72963709255927,12,26,6.297642328796369,5338.071395715067
2025-06-09,99.82269018590458,20,18,6.730424084334899,5274.035795523465
2025-06-10,99.73557067855475,23,28,6.690914820782199,5303.485308581081
2025-06-11,99.66178644047035,20,14,8.843056269910765,5360.859347542404
2025-06-12,99.7687280164996,20,19,9.024586902811615,5393.694534011106
2025-06-13,99.8459044689924,20,16,8.900377641592009,5411.506862520957
2025-06-14,99.82708712407998,20,17,8.140052698762828,5390.709844219967
2025-06-15,99.79905356044169,19,24,6.437516273379678,5458.735834058625
2025-06-16,99.99138922127501,20,18,8.939745674990597,5493.8668825385985
2025-06-17,99.8330329728247,21,22,7.028624120220855,5510.2456648077805
2025-06-18,99.87829888047499,15,19,7.534578312389205,5523.440077569643
2025-06-19,99.97905146707983,16,19,9.507330797895882,5532.905171915643
2025-06-20,99.6964731741471,23,29,7.625989284197461,5555.9938288740195
2025-06-21,99.7168969431836,23,19,7.870926045356428,5536.460741711556
2025-06-22,99.93949697800983,24,24,5.380830771005115,5602.470739071692
2025-06-23,99.73615498118072,19,12,8.23051394065028,5613.56432918665
2025-06-24,99.80237465842427,23,17,6.029990029046278,5642.56650720555
2025-06-25,99.88554527755394,23,26,9.017909484551852,5630.223816098774
2025-06-26,99.87125651130346,30,13,7.223101234240724,5650.22055744171
2025-06-27,99.94039089455849,18,18,5.0,5563.950460389451
2025-06-28,99.91965153096267,26,13,6.962969846154987,5524.218505251125
2025-06-29,99.88555141357645,27,20,7.157948192571125,5527.961979123666
2025-06-30,99.73818330286022,26,21,8.228212839117138,5480.0630547214
2025-07-01,99.86358901342345,20,23,8.50576858597075,5582.639617276006
2025-07-02,99.82514175956055,24,17,7.008353632918217,5520.916364719631
2025-07-03,99.69389876320476,25,32,9.019302292280813,5539.752394681068
2025-07-04,99.91338392371814,22,25,5.0,5610.983320820035
2025-07-05,99.86457892276628,24,22,6.429016502962156,5635.234803196518
2025-07-06,99.80363920645048,14,17,5.83145359374422,5627.825701061263
2025-07-07,99.78135263512124,32,17,5.618724734122618,5610.739937707952
2025-07-08,99.70413590842394,19,19,8.939559557021266,5642.670157258858
2025-07-09,99.8159619258847,18,25,8.743755598537273,5615.659330017156
2025-07-10,99.83747512955564,18,31,6.336344969384667,5615.879885624806
2025-07-11,99.73350760126054,21,22,9.26708550593994,5648.527829853529
2025-07-12,99.89297632392795,31,23,7.652200338678627,5641.2126687904765
2025-07-13,99.71222375628136,30,23,6.867473848837271,5649.713069198026
2025-07-14,99.6301519719966,25,26,6.4606158054413445,5642.549617496065
2025-07-15,99.88317816727141,21,14,6.332592410305361,5608.757713355791
2025-07-16,99.76773071695183,32,21,8.209162286174301,5661.323732744676
2025-07-17,99.78991763317495,20,23,8.475232351450503,5722.046382367996
2025-07-18,99.732998662174,17,18,7.857751818281864,5714.378384211862
2025-07-19,99.67152297914261,20,25,5.0,5708.755337864718
2025-07-20,99.90041898997794,22,14,7.944537984079357,5706.6393643055235
2025-07-21,99.74489048129224,32,22,8.348094846058208,5733.191495250555
2025-07-22,99.93287619905183,24,28,6.496191591803326,5701.979484640893
2025-07-23,99.86458465489686,18,20,7.56487581434753,5703.43847241879
2025-07-24,99.7748193482626,18,23,5.0,5718.9568346255555
2025-07-25,99.71312780790984,21,19,5.655046407480341,5749.6385206010455
2025-07-26,99.74140304106236,33,16,7.013646977639209,5643.4050296057885
2025-07-27,99.70299814951238,24,19,7.035373283975841,5664.541157988529
2025-07-28,99.96696906876706,21,28,8.027519057624403,5683.375028465292
2025-07-29,99.81315529841838,28,18,5.719611920205885,5728.684157933278
2025-07-30,99.89201644340373,28,34,6.988190903068991,5712.63359732445
2025-07-31,99.69861183607918,22,23,6.7653303293798865,5696.899469113688
2025-08-01,99.81448281036776,21,17,8.292015710968812,5750.000132580475
2025-08-02,99.89422895510468,32,24,9.631564152552496,5692.473864334507
2025-08-03,99.77319913904536,21,27,10.081380479715113,5762.637475989763
2025-08-04,99.88248915671373,23,21,5.147339929752963,5869.873254358876
2025-08-05,99.71323456703954,24,20,7.427978712374314,5893.971321747072
2025-08-06,99.69092227643051,26,21,5.831206034632852,5931.535260690136
2025-08-07,99.83035204896625,17,16,7.402882572770641,5876.951992406162
2025-08-08,99.76966588523419,18,20,8.134378919423924,5854.1696009382595
2025-08-09,99.85136437514174,20,19,7.622236348055117,5901.484102825143
2025-08-10,99.64176896547836,24,20,7.426482451808309,5920.956716704432
2025-08-11,99.85698117083764,26,26,9.724558762147952,5918.699618183362
2025-08-12,100.0,14,24,8.581484087555863,5933.014383476944
2025-08-13,99.79802992148548,25,25,7.091018307693324,5958.293442849755
2025-08-14,99.80273137031278,12,19,7.53631704134294,5951.569614806273
2025-08-15,99.8143639587711,21,20,8.8063467101841,5955.411777007203
2025-08-16,99.65104194313665,27,22,8.41468575905892,5958.959482015246
2025-08-17,99.83409173117522,29,13,6.8623858444487675,5921.868322758809
2025-08-18,99.67156722047872,21,28,5.0,5939.812107877173
2025-08-19,99.7657856321501,18,17,5.723013760840965,6016.955544461696
2025-08-20,99.8994295639683,28,19,7.718968837520273,6091.234029669144
2025-08-21,99.74118264351199,29,20,5.0,6037.178057835074
2025-08-22,99.84009991916538,21,21,7.271408252975358,6065.003306630143
2025-08-23,99.88101912431651,30,21,6.819646235718706,6097.023457866374
2025-08-24,99.82229926848768,30,20,8.998879204570805,6085.603039353428
2025-08-25,99.69032412239243,20,21,5.522934264786817,6052.035037964933
2025-08-26,99.77340197797189,21,17,5.0,6004.202465398067
2025-08-27,99.95675290739106,20,22,6.870538887584837,5991.414314244065
2025-08-28,99.63799633896019,24,21,8.452144697390283,6010.414679708354
2025-08-29,99.7779371188907,18,20,9.104877898391027,6009.092352677663
2025-08-30,99.75583135428094,16,18,6.136009475160086,5989.655029147138
2025-08-31,99.80965978904777,26,23,8.20539562139428,5944.688763893101
2025-09-01,99.85985724937497,24,17,5.832854328356468,5963.717414228633
2025-09-02,99.92869527744176,24,32,6.376758801645822,6011.379112107412
2025-09-03,99.77838140863926,16,20,8.351392089041648,5979.302233226032
2025-09-04,99.86498730639815,25,21,8.577225813827766,6002.239391791981
2025-09-05,99.83997921158921,18,23,6.000928876089722,5932.0603820355645
2025-09-06,99.83794778382975,22,24,8.212347484405477,5910.761737677915
2025-09-07,99.75488608547788,20,13,5.0,5944.945902458546
2025-09-08,99.72021428249792,24,18,7.196011639251669,5905.235214082961
2025-09-09,99.71199655099034,23,21,5.798627960582488,5886.057745090464
2025-09-10,99.73948502324806,23,18,6.288450989704273,5947.776418227932
2025-09-11,99.8257349260693,22,22,5.585883971783476,5923.4626590178295
2025-09-12,99.86087595145027,17,23,8.330439593008478,5894.304866248659
2025-09-13,99.82587750782855,20,16,8.3308117056478,5922.338800725886
2025-09-14,99.75608359230434,24,24,6.463199332000833,6005.528143252098
2025-09-15,99.9444776087946,26,23,8.063373459665398,6000.941345360333
2025-09-16,99.92150924989052,28,23,7.891908829703063,6036.690779773077
2025-09-17,99.77167999097999,9,20,7.307322368499836,6095.521546977678
2025-09-18,99.73412548752114,26,19,10.737255299375366,6113.5436334929
2025-09-19,99.81041719633264,21,19,6.23868207429021,6107.746917445498
2025-09-20,99.90138389160434,21,10,7.521457636069705,6077.693847900478
2025-09-21,99.82662119818032,24,18,6.926419456056662,6025.685409463636
2025-09-22,99.8445238963928,25,23,6.942329978054367,6075.153479267788
2025-09-23,99.78303359021795,25,30,7.739118006137219,6087.391765097464
2025-09-24,99.83650167161618,25,15,7.058406449715533,6145.703802794381
2025-09-25,99.92356355611649,26,23,6.209359859861642,6190.260815448369
2025-09-26,99.78082649748178,21,23,7.686341246939596,6170.581994647264
2025-09-27,99.81146461860062,21,13,9.273497470130978,6128.10652665125
2025-09-28,99.82030531812397,22,24,8.91414956996775,6149.613309968727
2025-09-29,99.82269802846169,24,26,7.804566732613066,6129.313034595078
2025-09-30,99.6870488899143,7,24,6.3969047793016065,6149.380600235107
2025-10-01,99.64985050753009,25,17,7.779644400599205,6125.13452272865
2025-10-02,99.71842759432624,21,16,9.126964535018908,6095.6855126007595
2025-10-03,99.81343538363213,21,21,9.28678389349048,6095.045880219131
2025-10-04,99.84430849328025,20,23,8.039530589349594,6137.409905035451
2025-10-05,99.75754603521811,24,13,6.953464199750673,6154.671500847993
2025-10-06,99.91018059862938,29,25,7.195870875850693,6206.806506794865
2025-10-07,99.7885459220539,22,13,8.658068891007757,6162.464038672656
2025-10-08,99.80162527985877,28,24,8.529519322306875,6125.180953011364
2025-10-09,99.78448289035579,24,16,5.0,6126.614405044951
2025-10-10,99.81072214341972,19,23,8.487926347188417,6218.242460376674
2025-10-11,99.85635792592349,21,22,8.566932510044293,6250.213904919169
2025-10-12,99.85325227503299,20,21,6.16921286249209,6212.54939523738
2025-10-13,99.72812616475123,21,18,6.352528325664478,6214.503777119071
2025-10-14,99.92189310211828,24,15,6.364253852823547,6228.332368751122
2025-10-15,99.71239788340584,32,11,6.479605796215729,6210.584938928681
2025-10-16,99.80633816112724,21,23,5.374875619208648,6240.115938570942
2025-10-17,99.7780482741182,19,21,7.969637894327921,6238.8580930443495
2025-10-18,99.71608066581452,27,16,6.321420901848734,6231.884864315963
2025-10-19,99.79399035296208,17,18,7.394424245863065,6287.295135803662
2025-10-20,99.74073489813661,18,15,6.7536468254265065,6223.908699717251
2025-10-21,99.80583257946208,24,14,7.882766282095035,6190.436486045863
2025-10-22,99.83224687689754,22,22,5.984074445892074,6162.744126788231
2025-10-23,99.91775434951786,15,16,7.8678980623446995,6133.836883988283
2025-10-24,99.82459073749018,33,21,8.084671523915539,6109.686762176629
2025-10-25,99.75110197277561,19,25,8.741391877797943,6134.225800492261
2025-10-26,99.76867041514242,27,16,10.451653634085986,6183.087113628675
2025-10-27,99.81119824848916,26,24,5.0,6224.728764054911
